Image Name,Predicted Class,Confidence Score
10661.jpg,"Class 5
",1.0
10541.jpg,"Class 2
",0.77886015
9113.jpg,"Class 2
",1.0
9905.jpg,"Class 5
",1.0
11867.jpg,"Class 4
",1.0
8799.jpg,"Class 4
",0.99184704
7999.jpg,"Class 2
",1.0
8572.jpg,"Class 6
",0.88734573
11406.jpg,"Class 4
",0.9101514
9353.jpg,"Class 6
",0.50956565
10226.jpg,"Class 6
",0.9999794
7447.jpg,"Class 2
",1.0
10709.jpg,"Class 4
",0.9981476
7219.jpg,"Class 5
",0.9993612
8030.jpg,"Class 2
",1.0
9979.jpg,"Class 4
",0.9978666
8433.jpg,"Class 2
",0.8977288
8372.jpg,"Class 5
",1.0
10108.jpg,"Class 3
",0.9999999
8546.jpg,"Class 2
",0.99979466
8033.jpg,"Class 2
",0.6162303
9640.jpg,"Class 2
",0.94679695
10428.jpg,"Class 4
",0.9643212
11907.jpg,"Class 3
",1.0
10860.jpg,"Class 5
",1.0
11346.jpg,"Class 2
",0.9965223
10177.jpg,"Class 2
",0.97695345
10631.jpg,"Class 5
",1.0
11631.jpg,"Class 2
",0.9999118
9805.jpg,"Class 2
",0.9999913
10899.jpg,"Class 2
",0.99999774
10131.jpg,"Class 2
",0.9500062
7618.jpg,"Class 4
",0.99963367
10249.jpg,"Class 5
",1.0
8959.jpg,"Class 2
",0.999979
11067.jpg,"Class 6
",0.9999747
8180.jpg,"Class 2
",0.998425
9595.jpg,"Class 4
",0.92306286
7407.jpg,"Class 2
",1.0
11643.jpg,"Class 6
",0.9919316
8171.jpg,"Class 2
",0.9794784
8371.jpg,"Class 4
",0.9078475
7454.jpg,"Class 6
",0.9999523
8996.jpg,"Class 6
",0.99607027
7293.jpg,"Class 4
",0.99999654
9736.jpg,"Class 5
",1.0
11206.jpg,"Class 5
",1.0
9124.jpg,"Class 3
",0.998852
10369.jpg,"Class 2
",1.0
8087.jpg,"Class 3
",1.0
9503.jpg,"Class 2
",0.8168591
9333.jpg,"Class 2
",0.87873095
10601.jpg,"Class 5
",0.73712564
9266.jpg,"Class 6
",0.9999784
8764.jpg,"Class 2
",0.78786004
7862.jpg,"Class 2
",1.0
8226.jpg,"Class 4
",0.9908099
9580.jpg,"Class 5
",0.99999654
9972.jpg,"Class 2
",0.96035504
7798.jpg,"Class 5
",1.0
11860.jpg,"Class 5
",1.0
10042.jpg,"Class 3
",0.99999976
8140.jpg,"Class 4
",0.90144557
8484.jpg,"Class 1
",0.7721906
10700.jpg,"Class 2
",0.7596657
11101.jpg,"Class 2
",1.0
8213.jpg,"Class 2
",1.0
11196.jpg,"Class 4
",0.99996614
7811.jpg,"Class 6
",0.9999999
11028.jpg,"Class 2
",0.7721767
7891.jpg,"Class 2
",0.99984336
11770.jpg,"Class 6
",1.0
10388.jpg,"Class 3
",1.0
11979.jpg,"Class 4
",0.99594206
10507.jpg,"Class 4
",0.605356
8020.jpg,"Class 3
",1.0
10852.jpg,"Class 2
",0.8042098
10474.jpg,"Class 4
",0.9999993
8228.jpg,"Class 4
",0.9999974
11471.jpg,"Class 3
",0.9977442
7348.jpg,"Class 5
",0.9999995
10373.jpg,"Class 4
",0.9999999
7704.jpg,"Class 4
",0.99825567
7449.jpg,"Class 4
",0.9999989
9269.jpg,"Class 4
",0.9059027
9529.jpg,"Class 5
",0.99999964
11054.jpg,"Class 3
",1.0
9784.jpg,"Class 2
",0.96431166
8348.jpg,"Class 4
",0.99985456
11694.jpg,"Class 6
",0.99990356
9072.jpg,"Class 4
",0.9989599
10322.jpg,"Class 5
",1.0
8916.jpg,"Class 4
",0.97105765
9718.jpg,"Class 2
",0.9988662
10150.jpg,"Class 5
",1.0
7453.jpg,"Class 2
",1.0
7377.jpg,"Class 4
",0.91345716
8941.jpg,"Class 4
",0.97351146
8995.jpg,"Class 4
",0.64225584
8247.jpg,"Class 6
",0.5718844
10485.jpg,"Class 2
",0.9996284
11813.jpg,"Class 4
",0.9999944
7400.jpg,"Class 2
",0.9434262
10731.jpg,"Class 4
",0.9309474
7483.jpg,"Class 2
",0.957449
10335.jpg,"Class 4
",0.67043847
9488.jpg,"Class 6
",0.7113738
10987.jpg,"Class 3
",0.99999917
10586.jpg,"Class 2
",0.9999988
7556.jpg,"Class 4
",0.9856009
10168.jpg,"Class 2
",1.0
10667.jpg,"Class 5
",1.0
9032.jpg,"Class 3
",1.0
10695.jpg,"Class 5
",0.98138267
9037.jpg,"Class 2
",0.58338475
9355.jpg,"Class 4
",0.99999595
11904.jpg,"Class 2
",0.9999677
8306.jpg,"Class 3
",1.0
8011.jpg,"Class 5
",0.9954769
7844.jpg,"Class 6
",0.99998176
10719.jpg,"Class 5
",1.0
9986.jpg,"Class 2
",1.0
7886.jpg,"Class 2
",0.9816413
8943.jpg,"Class 2
",0.9071518
9814.jpg,"Class 6
",0.98321277
8937.jpg,"Class 4
",0.96335804
8481.jpg,"Class 2
",0.51461315
9637.jpg,"Class 4
",0.99991846
10040.jpg,"Class 5
",0.981012
11211.jpg,"Class 5
",1.0
8378.jpg,"Class 2
",0.99785763
7427.jpg,"Class 2
",0.99961877
7265.jpg,"Class 2
",0.9999887
10845.jpg,"Class 5
",0.9999999
9760.jpg,"Class 4
",0.9986559
9502.jpg,"Class 1
",0.919101
7509.jpg,"Class 3
",1.0
8718.jpg,"Class 4
",0.99999845
9761.jpg,"Class 5
",0.89238375
8743.jpg,"Class 5
",0.9999999
10788.jpg,"Class 5
",1.0
9044.jpg,"Class 2
",0.9942783
10922.jpg,"Class 2
",1.0
11743.jpg,"Class 2
",0.9530195
11723.jpg,"Class 4
",0.9999416
9512.jpg,"Class 4
",0.99998593
9412.jpg,"Class 5
",1.0
10449.jpg,"Class 4
",0.4595752
7779.jpg,"Class 4
",0.9999826
8782.jpg,"Class 2
",0.9999671
8194.jpg,"Class 4
",1.0
9869.jpg,"Class 5
",1.0
9362.jpg,"Class 2
",0.99998534
9018.jpg,"Class 4
",0.7068393
7912.jpg,"Class 2
",1.0
11186.jpg,"Class 5
",1.0
10895.jpg,"Class 2
",0.9999999
8438.jpg,"Class 5
",0.95158273
7639.jpg,"Class 5
",1.0
11537.jpg,"Class 4
",0.99996626
8682.jpg,"Class 4
",0.7235212
11423.jpg,"Class 2
",0.9999751
8006.jpg,"Class 3
",0.9950466
11665.jpg,"Class 2
",0.9969199
10842.jpg,"Class 5
",1.0
11131.jpg,"Class 6
",0.9993488
7380.jpg,"Class 6
",0.99973625
10146.jpg,"Class 6
",0.9924144
8910.jpg,"Class 2
",1.0
11683.jpg,"Class 3
",0.99965286
11116.jpg,"Class 5
",1.0
7954.jpg,"Class 4
",0.9999963
11182.jpg,"Class 4
",0.98724514
11173.jpg,"Class 4
",0.99896085
7568.jpg,"Class 2
",0.9991128
11125.jpg,"Class 4
",0.4605629
10246.jpg,"Class 2
",0.86576664
8688.jpg,"Class 5
",1.0
11033.jpg,"Class 4
",0.9999708
11840.jpg,"Class 3
",1.0
8237.jpg,"Class 5
",1.0
9281.jpg,"Class 2
",0.9999999
8078.jpg,"Class 4
",0.9795248
10368.jpg,"Class 6
",0.99803084
9573.jpg,"Class 4
",0.99977356
10183.jpg,"Class 5
",0.99998593
7676.jpg,"Class 2
",0.53739154
8609.jpg,"Class 4
",0.99959534
7533.jpg,"Class 2
",0.9967187
9835.jpg,"Class 2
",0.9835772
10450.jpg,"Class 2
",0.67179316
7319.jpg,"Class 4
",0.9999391
10855.jpg,"Class 2
",1.0
10927.jpg,"Class 5
",1.0
10630.jpg,"Class 3
",1.0
8828.jpg,"Class 1
",0.77615154
11565.jpg,"Class 1
",0.84725744
10994.jpg,"Class 2
",0.99989784
8730.jpg,"Class 2
",0.99999976
11599.jpg,"Class 3
",1.0
11040.jpg,"Class 3
",0.99999976
11645.jpg,"Class 5
",1.0
8267.jpg,"Class 2
",0.99966455
10900.jpg,"Class 2
",0.9949538
9956.jpg,"Class 4
",0.99913895
9734.jpg,"Class 2
",0.9999217
7964.jpg,"Class 4
",0.99962294
7880.jpg,"Class 2
",1.0
8046.jpg,"Class 6
",0.99993896
9367.jpg,"Class 4
",0.7121808
8830.jpg,"Class 4
",0.7067043
10656.jpg,"Class 4
",0.9997358
10396.jpg,"Class 3
",0.9867164
8494.jpg,"Class 4
",0.98674417
9154.jpg,"Class 4
",0.936787
10291.jpg,"Class 5
",0.99999547
7488.jpg,"Class 4
",0.985023
8582.jpg,"Class 6
",0.99465454
11825.jpg,"Class 6
",1.0
7772.jpg,"Class 2
",0.9994467
7489.jpg,"Class 5
",1.0
10172.jpg,"Class 2
",0.99958557
10998.jpg,"Class 4
",0.8025315
10055.jpg,"Class 4
",0.9978104
8777.jpg,"Class 2
",0.829482
9800.jpg,"Class 2
",0.999967
9958.jpg,"Class 4
",0.9999999
11430.jpg,"Class 2
",0.901237
11830.jpg,"Class 5
",1.0
8013.jpg,"Class 4
",0.9504285
11104.jpg,"Class 2
",0.9357844
7432.jpg,"Class 5
",1.0
9243.jpg,"Class 2
",0.99999833
10176.jpg,"Class 4
",0.9999759
8881.jpg,"Class 6
",0.97566015
8432.jpg,"Class 6
",0.9757593
8117.jpg,"Class 2
",1.0
8320.jpg,"Class 6
",0.9999994
7945.jpg,"Class 5
",1.0
8406.jpg,"Class 4
",0.9990988
9306.jpg,"Class 3
",0.9943779
10792.jpg,"Class 4
",0.92989933
10307.jpg,"Class 5
",0.9913543
10211.jpg,"Class 2
",0.8603487
7537.jpg,"Class 2
",0.5646926
7530.jpg,"Class 6
",0.9999826
7915.jpg,"Class 2
",0.9951324
10392.jpg,"Class 4
",0.9999982
10438.jpg,"Class 4
",0.99995124
9557.jpg,"Class 4
",0.83942145
10310.jpg,"Class 5
",0.9997845
11746.jpg,"Class 4
",0.9810455
9441.jpg,"Class 4
",0.99978286
9593.jpg,"Class 6
",0.9983594
8238.jpg,"Class 4
",0.99904627
9326.jpg,"Class 2
",1.0
11199.jpg,"Class 5
",1.0
10041.jpg,"Class 4
",0.99999976
10443.jpg,"Class 6
",1.0
10841.jpg,"Class 6
",0.97978413
11458.jpg,"Class 4
",1.0
9131.jpg,"Class 2
",0.9825351
10409.jpg,"Class 5
",1.0
7740.jpg,"Class 5
",1.0
9975.jpg,"Class 6
",1.0
9704.jpg,"Class 5
",1.0
11522.jpg,"Class 6
",1.0
7641.jpg,"Class 5
",1.0
9268.jpg,"Class 6
",0.9999993
9084.jpg,"Class 2
",1.0
11782.jpg,"Class 5
",0.6363644
8328.jpg,"Class 4
",0.9999385
7837.jpg,"Class 6
",0.9999392
7338.jpg,"Class 5
",1.0
10884.jpg,"Class 4
",0.9999999
11605.jpg,"Class 6
",0.9997578
10517.jpg,"Class 4
",0.97463924
11025.jpg,"Class 4
",0.9999999
11244.jpg,"Class 2
",1.0
10004.jpg,"Class 6
",0.9907013
9370.jpg,"Class 6
",0.50320584
8351.jpg,"Class 6
",0.9999999
9532.jpg,"Class 2
",0.9740471
9416.jpg,"Class 4
",1.0
10330.jpg,"Class 5
",0.9945964
8814.jpg,"Class 2
",0.99999976
7369.jpg,"Class 4
",0.9952864
7853.jpg,"Class 5
",0.98572844
7758.jpg,"Class 2
",0.82752365
10907.jpg,"Class 6
",0.7207248
9939.jpg,"Class 2
",1.0
8987.jpg,"Class 1
",0.53776956
10196.jpg,"Class 3
",1.0
10532.jpg,"Class 2
",0.99997306
11157.jpg,"Class 6
",0.8045629
11549.jpg,"Class 2
",1.0
10613.jpg,"Class 2
",0.999995
11286.jpg,"Class 6
",0.8975222
10595.jpg,"Class 4
",0.73677695
7266.jpg,"Class 3
",0.77502
11966.jpg,"Class 4
",0.9054821
8222.jpg,"Class 4
",0.988138
11053.jpg,"Class 2
",0.9997584
10638.jpg,"Class 3
",0.9999088
7498.jpg,"Class 2
",0.9966382
11201.jpg,"Class 6
",1.0
11753.jpg,"Class 2
",0.49599937
10509.jpg,"Class 2
",1.0
11921.jpg,"Class 6
",0.856055
7310.jpg,"Class 1
",0.9724291
11945.jpg,"Class 5
",1.0
7890.jpg,"Class 4
",0.9998517
8373.jpg,"Class 2
",0.6740409
7686.jpg,"Class 2
",0.9994142
7328.jpg,"Class 5
",1.0
9397.jpg,"Class 4
",0.9997491
8059.jpg,"Class 4
",0.9759891
7694.jpg,"Class 5
",0.9984232
8724.jpg,"Class 2
",1.0
9589.jpg,"Class 2
",0.99927527
9590.jpg,"Class 5
",1.0
10730.jpg,"Class 6
",0.96150553
9151.jpg,"Class 2
",0.9987165
11082.jpg,"Class 2
",0.9842868
8561.jpg,"Class 5
",0.84942484
11432.jpg,"Class 2
",0.5441513
8793.jpg,"Class 4
",0.9876133
11364.jpg,"Class 2
",0.99994636
7457.jpg,"Class 2
",1.0
8184.jpg,"Class 3
",0.9990823
11557.jpg,"Class 3
",1.0
9467.jpg,"Class 3
",0.9867942
10412.jpg,"Class 2
",0.9840686
8415.jpg,"Class 2
",0.947987
9253.jpg,"Class 2
",0.9999999
8082.jpg,"Class 4
",0.99880004
8803.jpg,"Class 4
",1.0
11562.jpg,"Class 2
",0.9994824
10880.jpg,"Class 2
",0.9783157
11085.jpg,"Class 2
",0.99984324
11245.jpg,"Class 2
",0.90521604
10549.jpg,"Class 4
",0.99038893
10140.jpg,"Class 5
",1.0
7216.jpg,"Class 3
",0.9988789
9364.jpg,"Class 4
",0.9999994
7468.jpg,"Class 2
",0.6887589
8303.jpg,"Class 2
",0.9999279
9618.jpg,"Class 4
",0.9994011
7979.jpg,"Class 4
",1.0
7295.jpg,"Class 3
",0.7212452
7767.jpg,"Class 4
",1.0
10472.jpg,"Class 4
",0.99999976
11729.jpg,"Class 4
",0.9999968
7800.jpg,"Class 4
",0.7851123
8880.jpg,"Class 6
",1.0
8838.jpg,"Class 2
",1.0
8146.jpg,"Class 5
",1.0
7630.jpg,"Class 2
",1.0
10651.jpg,"Class 4
",1.0
8473.jpg,"Class 2
",0.9993581
10090.jpg,"Class 4
",1.0
9008.jpg,"Class 5
",0.99975234
8434.jpg,"Class 6
",0.9999368
8164.jpg,"Class 2
",0.99981564
11726.jpg,"Class 2
",0.9900517
10936.jpg,"Class 4
",0.9999565
7778.jpg,"Class 4
",0.9999976
8012.jpg,"Class 4
",0.9999968
9874.jpg,"Class 5
",1.0
10031.jpg,"Class 2
",0.9994168
10914.jpg,"Class 2
",0.92799693
10611.jpg,"Class 2
",1.0
10553.jpg,"Class 5
",0.99999607
9731.jpg,"Class 4
",0.99999845
11878.jpg,"Class 2
",0.9999243
8855.jpg,"Class 4
",0.9999999
11598.jpg,"Class 4
",1.0
11709.jpg,"Class 2
",0.9998504
8554.jpg,"Class 6
",0.99889475
9172.jpg,"Class 6
",0.9933848
10297.jpg,"Class 2
",0.9842567
10274.jpg,"Class 6
",0.9999999
10292.jpg,"Class 6
",0.9472615
8946.jpg,"Class 4
",0.99630046
9175.jpg,"Class 4
",1.0
11728.jpg,"Class 4
",0.9998995
11566.jpg,"Class 2
",0.9999995
7474.jpg,"Class 3
",1.0
11177.jpg,"Class 5
",1.0
7239.jpg,"Class 2
",0.96032196
9657.jpg,"Class 2
",0.84622574
11862.jpg,"Class 6
",0.9975102
7381.jpg,"Class 6
",0.9941549
11231.jpg,"Class 4
",0.9919424
8765.jpg,"Class 4
",0.9772046
10816.jpg,"Class 2
",0.9999987
8843.jpg,"Class 4
",0.9999995
10827.jpg,"Class 3
",1.0
11081.jpg,"Class 5
",1.0
9262.jpg,"Class 4
",0.8098587
8951.jpg,"Class 4
",0.9999999
9797.jpg,"Class 5
",1.0
11922.jpg,"Class 4
",0.99998784
9014.jpg,"Class 3
",1.0
10241.jpg,"Class 2
",0.85536385
7695.jpg,"Class 6
",0.9999871
7215.jpg,"Class 2
",1.0
7793.jpg,"Class 6
",0.98716366
7450.jpg,"Class 2
",0.99556917
8010.jpg,"Class 4
",0.999819
10015.jpg,"Class 4
",0.8868012
8427.jpg,"Class 2
",0.9999993
8091.jpg,"Class 2
",0.6703212
9075.jpg,"Class 4
",0.99381727
9545.jpg,"Class 2
",0.9999999
7257.jpg,"Class 3
",0.6603344
8381.jpg,"Class 5
",0.9999999
7697.jpg,"Class 4
",1.0
8566.jpg,"Class 5
",1.0
9709.jpg,"Class 1
",0.5929102
7271.jpg,"Class 2
",0.99999964
10069.jpg,"Class 3
",1.0
10213.jpg,"Class 2
",0.99958724
9380.jpg,"Class 2
",0.986286
9735.jpg,"Class 4
",0.9912191
9190.jpg,"Class 2
",0.999998
9252.jpg,"Class 2
",0.9993606
9749.jpg,"Class 6
",0.99787223
11732.jpg,"Class 4
",1.0
10877.jpg,"Class 2
",1.0
11854.jpg,"Class 2
",0.84972245
9891.jpg,"Class 4
",0.9998282
11964.jpg,"Class 5
",1.0
7541.jpg,"Class 5
",1.0
7235.jpg,"Class 2
",0.99998665
11037.jpg,"Class 4
",0.9999994
8064.jpg,"Class 4
",0.9999962
11583.jpg,"Class 4
",0.99998975
8622.jpg,"Class 3
",0.99988866
11372.jpg,"Class 2
",0.99996793
7212.jpg,"Class 4
",1.0
11748.jpg,"Class 2
",0.57365626
8391.jpg,"Class 4
",1.0
7624.jpg,"Class 5
",1.0
11524.jpg,"Class 4
",0.99999654
10314.jpg,"Class 4
",0.98915124
11478.jpg,"Class 5
",1.0
8754.jpg,"Class 5
",1.0
9260.jpg,"Class 2
",0.9999999
10777.jpg,"Class 2
",1.0
9244.jpg,"Class 5
",1.0
8606.jpg,"Class 2
",0.9999958
10016.jpg,"Class 4
",0.99987423
9218.jpg,"Class 4
",0.999059
7238.jpg,"Class 4
",0.7368523
10453.jpg,"Class 5
",0.9999479
9347.jpg,"Class 2
",1.0
11446.jpg,"Class 2
",0.7317777
11640.jpg,"Class 1
",0.559292
11215.jpg,"Class 4
",0.999987
10997.jpg,"Class 2
",1.0
10506.jpg,"Class 5
",1.0
8249.jpg,"Class 6
",0.9976088
10736.jpg,"Class 4
",0.99999976
7685.jpg,"Class 5
",1.0
11335.jpg,"Class 2
",0.887398
9065.jpg,"Class 3
",0.99887866
7459.jpg,"Class 6
",0.98755485
11680.jpg,"Class 4
",0.9098549
10637.jpg,"Class 2
",0.99215615
11475.jpg,"Class 6
",0.9998635
9087.jpg,"Class 6
",0.9999999
9601.jpg,"Class 4
",0.94862086
8983.jpg,"Class 5
",1.0
8281.jpg,"Class 5
",0.9999989
10427.jpg,"Class 4
",0.99999225
10054.jpg,"Class 2
",0.96515954
8587.jpg,"Class 6
",0.9999995
7817.jpg,"Class 5
",1.0
7405.jpg,"Class 4
",0.999998
10434.jpg,"Class 5
",0.9999988
9794.jpg,"Class 5
",0.9993104
8377.jpg,"Class 6
",0.99908674
9000.jpg,"Class 2
",1.0
9802.jpg,"Class 3
",0.9998016
10564.jpg,"Class 5
",0.89287746
10205.jpg,"Class 4
",0.5610911
10401.jpg,"Class 2
",0.96889293
7963.jpg,"Class 2
",0.99920565
9475.jpg,"Class 4
",0.53711057
8209.jpg,"Class 4
",0.99999833
9346.jpg,"Class 5
",0.5969998
8106.jpg,"Class 4
",0.854702
11987.jpg,"Class 6
",0.9999794
8382.jpg,"Class 3
",1.0
8189.jpg,"Class 5
",0.51915133
8186.jpg,"Class 2
",0.97808516
7490.jpg,"Class 4
",0.9998821
7941.jpg,"Class 6
",0.8536892
11622.jpg,"Class 4
",0.86329436
11170.jpg,"Class 2
",0.9998859
10315.jpg,"Class 4
",0.99991596
10393.jpg,"Class 3
",1.0
7563.jpg,"Class 2
",0.9999912
7409.jpg,"Class 4
",0.99994516
8075.jpg,"Class 4
",0.9969836
9179.jpg,"Class 2
",0.98760813
8268.jpg,"Class 6
",1.0
10650.jpg,"Class 4
",0.9999857
7828.jpg,"Class 4
",0.999734
10413.jpg,"Class 5
",0.9994981
10000.jpg,"Class 6
",0.6554762
9964.jpg,"Class 2
",0.99949
8689.jpg,"Class 3
",0.999997
10782.jpg,"Class 1
",0.98529947
11511.jpg,"Class 3
",0.9999999
7462.jpg,"Class 6
",0.9999994
9691.jpg,"Class 2
",1.0
8199.jpg,"Class 4
",0.9999994
10095.jpg,"Class 5
",1.0
9464.jpg,"Class 5
",1.0
9820.jpg,"Class 3
",1.0
9185.jpg,"Class 5
",0.9999995
7512.jpg,"Class 5
",0.9999963
9076.jpg,"Class 2
",0.9781864
11427.jpg,"Class 6
",0.94160414
9852.jpg,"Class 6
",0.9016949
7645.jpg,"Class 3
",0.9999994
11403.jpg,"Class 5
",1.0
11330.jpg,"Class 5
",1.0
9878.jpg,"Class 4
",1.0
10499.jpg,"Class 4
",0.9778275
10985.jpg,"Class 2
",0.9995938
8797.jpg,"Class 5
",1.0
9960.jpg,"Class 6
",0.98690623
10097.jpg,"Class 2
",0.9998665
11958.jpg,"Class 2
",0.99999964
10071.jpg,"Class 3
",0.8191108
8921.jpg,"Class 4
",0.64171064
9838.jpg,"Class 5
",1.0
7816.jpg,"Class 2
",0.9893478
11713.jpg,"Class 6
",0.9999994
11789.jpg,"Class 6
",0.6714301
10272.jpg,"Class 4
",0.9999832
10050.jpg,"Class 5
",1.0
8342.jpg,"Class 2
",0.8350226
8483.jpg,"Class 6
",0.999967
10435.jpg,"Class 2
",0.9305745
9418.jpg,"Class 6
",0.99999905
11106.jpg,"Class 5
",1.0
8358.jpg,"Class 6
",0.9064308
11178.jpg,"Class 2
",1.0
10723.jpg,"Class 4
",0.9999865
8196.jpg,"Class 2
",0.9937709
11858.jpg,"Class 4
",0.99931765
9293.jpg,"Class 2
",0.99999964
8179.jpg,"Class 4
",0.7688357
8767.jpg,"Class 4
",0.5578796
10334.jpg,"Class 2
",0.5257199
7868.jpg,"Class 4
",1.0
11171.jpg,"Class 6
",1.0
11374.jpg,"Class 2
",0.99999833
10699.jpg,"Class 4
",0.9999764
8874.jpg,"Class 4
",1.0
8972.jpg,"Class 2
",0.7487947
11895.jpg,"Class 4
",0.6812379
8909.jpg,"Class 2
",0.91916984
7326.jpg,"Class 2
",0.99998105
10543.jpg,"Class 6
",0.9647182
10284.jpg,"Class 5
",1.0
8443.jpg,"Class 2
",1.0
9881.jpg,"Class 5
",1.0
8955.jpg,"Class 3
",0.8784418
8256.jpg,"Class 4
",0.9992059
7606.jpg,"Class 5
",1.0
7865.jpg,"Class 3
",1.0
8517.jpg,"Class 3
",0.9945669
8615.jpg,"Class 5
",0.99999964
7584.jpg,"Class 5
",1.0
8099.jpg,"Class 3
",1.0
9405.jpg,"Class 6
",0.995998
8539.jpg,"Class 4
",0.99996865
9668.jpg,"Class 4
",1.0
7966.jpg,"Class 2
",0.99939406
10718.jpg,"Class 5
",0.99733573
8884.jpg,"Class 6
",0.9906183
10932.jpg,"Class 2
",0.999984
9164.jpg,"Class 5
",1.0
10945.jpg,"Class 2
",0.97868484
8573.jpg,"Class 4
",0.9873346
11184.jpg,"Class 4
",0.9997671
8553.jpg,"Class 2
",0.966296
10554.jpg,"Class 6
",0.99999976
8463.jpg,"Class 2
",0.9728986
11115.jpg,"Class 5
",1.0
7484.jpg,"Class 2
",1.0
8908.jpg,"Class 5
",0.99903095
8084.jpg,"Class 1
",0.7407539
8234.jpg,"Class 2
",0.99999833
7269.jpg,"Class 6
",0.9860556
11630.jpg,"Class 4
",0.9995473
7406.jpg,"Class 4
",0.99999774
9427.jpg,"Class 4
",0.99998116
7342.jpg,"Class 5
",0.9282021
11778.jpg,"Class 2
",1.0
11331.jpg,"Class 3
",1.0
11322.jpg,"Class 4
",0.99998164
8002.jpg,"Class 4
",0.9326207
9300.jpg,"Class 6
",1.0
8400.jpg,"Class 4
",0.9956642
7378.jpg,"Class 4
",1.0
9655.jpg,"Class 2
",0.99595153
9338.jpg,"Class 6
",0.8184396
7629.jpg,"Class 3
",0.99999976
7370.jpg,"Class 2
",0.97924614
11774.jpg,"Class 5
",0.99999976
7431.jpg,"Class 2
",0.9889339
8150.jpg,"Class 2
",1.0
11474.jpg,"Class 6
",0.98558944
11295.jpg,"Class 5
",1.0
9261.jpg,"Class 3
",0.99995446
11080.jpg,"Class 6
",0.9667672
11440.jpg,"Class 6
",1.0
9804.jpg,"Class 2
",0.9983382
9766.jpg,"Class 2
",0.99999964
9123.jpg,"Class 2
",0.9999343
7759.jpg,"Class 4
",1.0
9274.jpg,"Class 5
",1.0
11707.jpg,"Class 6
",0.7934938
8513.jpg,"Class 4
",0.99999416
10972.jpg,"Class 4
",0.786635
11290.jpg,"Class 4
",0.99712974
10088.jpg,"Class 4
",1.0
10752.jpg,"Class 5
",1.0
8255.jpg,"Class 5
",0.94059026
11222.jpg,"Class 4
",0.9729408
9323.jpg,"Class 5
",0.9999995
9241.jpg,"Class 3
",0.98723024
10476.jpg,"Class 5
",0.99996996
11467.jpg,"Class 5
",0.99998736
10312.jpg,"Class 4
",1.0
10374.jpg,"Class 4
",0.8924797
10139.jpg,"Class 4
",0.9996785
11026.jpg,"Class 4
",0.72523135
9520.jpg,"Class 2
",0.9979898
9892.jpg,"Class 6
",0.6409986
10383.jpg,"Class 2
",0.9993425
8795.jpg,"Class 4
",0.99968565
11846.jpg,"Class 5
",0.99970764
8489.jpg,"Class 4
",0.6586078
9779.jpg,"Class 5
",0.9999987
10221.jpg,"Class 6
",0.98924655
8401.jpg,"Class 4
",0.9528415
8931.jpg,"Class 2
",1.0
7461.jpg,"Class 4
",1.0
10085.jpg,"Class 5
",0.99854565
9537.jpg,"Class 2
",0.9999932
9656.jpg,"Class 2
",0.9989254
7435.jpg,"Class 4
",0.8941937
10664.jpg,"Class 5
",0.99996376
11342.jpg,"Class 5
",1.0
7346.jpg,"Class 2
",0.9975465
11582.jpg,"Class 6
",0.82320625
8467.jpg,"Class 2
",0.9997979
9612.jpg,"Class 4
",1.0
10908.jpg,"Class 2
",0.99789256
11466.jpg,"Class 4
",0.99999857
11277.jpg,"Class 5
",0.99999976
8174.jpg,"Class 2
",0.9998771
11670.jpg,"Class 1
",0.97364944
11018.jpg,"Class 2
",0.97324425
8654.jpg,"Class 3
",1.0
9566.jpg,"Class 2
",0.8398791
11011.jpg,"Class 2
",0.99999976
9378.jpg,"Class 6
",0.950966
9478.jpg,"Class 4
",0.9999989
7460.jpg,"Class 2
",0.99932694
8866.jpg,"Class 2
",1.0
7787.jpg,"Class 2
",0.99865156
10300.jpg,"Class 4
",0.98225397
8244.jpg,"Class 2
",0.7912582
7207.jpg,"Class 4
",0.99999964
7842.jpg,"Class 2
",0.99991465
11901.jpg,"Class 4
",0.99999547
7511.jpg,"Class 6
",0.97243
11132.jpg,"Class 6
",0.9970276
7907.jpg,"Class 2
",0.9958627
8021.jpg,"Class 5
",1.0
9594.jpg,"Class 6
",0.99747366
9408.jpg,"Class 5
",1.0
10647.jpg,"Class 5
",1.0
9842.jpg,"Class 6
",0.99898785
8660.jpg,"Class 2
",0.999933
10851.jpg,"Class 4
",0.8536232
9653.jpg,"Class 4
",0.97607124
8974.jpg,"Class 4
",1.0
10812.jpg,"Class 1
",0.53185785
10124.jpg,"Class 2
",0.9999999
7341.jpg,"Class 5
",0.9999993
8607.jpg,"Class 6
",0.9992023
8979.jpg,"Class 4
",0.95108676
11396.jpg,"Class 2
",1.0
10786.jpg,"Class 2
",0.89479136
8120.jpg,"Class 3
",0.9750347
11800.jpg,"Class 1
",0.9978727
11677.jpg,"Class 6
",0.9999994
7491.jpg,"Class 4
",0.9999683
9931.jpg,"Class 2
",0.9389286
7734.jpg,"Class 2
",0.9999958
10569.jpg,"Class 5
",0.96960014
11034.jpg,"Class 5
",1.0
10181.jpg,"Class 4
",0.7623515
7225.jpg,"Class 2
",0.99993503
10562.jpg,"Class 4
",0.7955356
7349.jpg,"Class 4
",0.9999995
10584.jpg,"Class 2
",1.0
8544.jpg,"Class 4
",0.9999411
10951.jpg,"Class 2
",0.9970509
11648.jpg,"Class 4
",0.99999
